				
				
5	0	0	0	0
10	0	0	0	0
15	0	0	0	0
20	0	0	0	0
25	0	0	0	0
30	0	0	0	0
35	0	0	0	0
40	0	0	0	0
45	0	0	0	0
50	0	0	0	0
55	0	0	0	0
60	0	0	0	0
65	0	0	0	0
70	0	0	0	0
75	0	0	0	0
80	0	0	0	0
85	0	0	0	0
90	0	0	0	0
95	0	0	0	0
100	0.82	1.42	1.5	1.5
105	1	2	2	2
110	1	2	2	2
115	1	2	2	2
120	1	2	2	2
125	1	2	2	2
130	1	2	2	2
135	1	2	2	2
140	1	2	2	2
145	1	2	2	2
150	1	2	2	2
155	1	2	2	2
160	1	2	2	2
165	1	2	2	2
170	1	2	2	2
175	1	2	2	2
180	1	2	2	2
185	1	2	2	2
190	1	2	2	2
195	1	2	2	2
200	1	2	2	2
205	1	2	2	2
210	1	2	2	2
215	1	2	2	2
220	1	2	2	2
225	1	2	2	2
230	1	2	2	2
235	1	2	2	2
240	1	2	2	2
245	1	2	2	2
250	1	2	2	2
255	1	2	2	2
260	1	2	2	2
265	1	2	2	2
270	1	2	2	2
275	1	2	2	2
280	1	2	2	2
285	1	2	2	2
290	1	2	2	2
295	1	2	2	2
300	1	2	2	2
305	1	2	2	2
310	1	2	2	2
315	0.43	1.4	1.32	1.4
320	0	1	1	1
325	0	1	1	1
330	0	1	1	1
335	0	0.62	0.71	0.79
340	0	0	0	0
345	0	0	0	0
350	0	0	0	0
355	0	0	0	0
360	0	0	0	0
365	0	0	0	0
370	0	0	0	0
375	0	0	0	0
380	0	0	0	0
385	0	0	0	0
390	0	0	0	0
395	0	0	0	0
400	0	0	0	0
405	0	0	0	0
410	0	0	0	0
415	0	0	0	0
420	0	0	0	0
425	0	0	0	0.62
430	0	0	0	1
435	0	0	0	1
440	0	0	0	1.7
445	0	0	0	2
450	0	0	0	2
455	0	0	0.78	2
460	0	0	1.56	2
465	0	0	2	2
470	0	0	2	2
475	0	0	2	2
480	0	0	2	2
485	0	0	2	2
490	0	0	2	2
495	0	0	2	2
500	0	0	2	2
505	0	0	2	2
510	0	0	2	2
515	0	0	2	2
520	0	0	2	2
525	0	0	2	2
530	0	0	2	2
535	0	0	2	2
540	0	0	2	2
545	0	0	2	2
550	0	0	2	2
555	0	0	2	2
560	0	0	2	2
565	0	0	2	2
570	0	0	2	2
575	0	0	2	2
580	0	0	2	2
585	0	0	2	2
590	0	0	2	2
595	0	0	2	2
600	0	0	2	2
605	0	0	2	2
610	0	0	2	2
615	0	0	2	2
620	0	0	1.2	1.2
625	0	0	1	1
630	0	0	1	1
635	0	0	1	1
640	0	0	0.6	0.6
645	0	0	0	0
650	0	0	0	0
655	0	0	0	0
660	0	0	0	0
665	0	0	0	0
670	0	0	0	0
675	0	0	0	0
680	0	0	0	0
685	0	0	0	0
690	0	0	0	0
695	0	0	0	0
700	0	0	0	0
705	0	0	0	0
710	0	0	0	0
715	0	0	0	0
720	0	0	0	0.2
725	0.25	0.28	0.28	1.3
730	1	1	1	2
735	1	1	1	2
740	1	1	1	2
745	1	1	1.53	2
750	1	1	2	2
755	1	1	2	2
760	1	1	2	2
765	1	1	2	2
770	1	1	2	2
775	1	1	2	2
780	1	1	2	2
785	1	1	2	2
790	1	1	2	2
795	1	1	2	2
800	1	1	2	2
805	1	1	2	2
810	1	1	2	2
815	1	1	2	2
820	1	1	2	2
825	1	1	2	2
830	1	1	2	2
835	1	1	2	2
840	1	1	2	2
845	1	1	2	2
850	1	1	2	2
855	1	1	2	2
860	1	1	2	2
865	1	1	2	2
870	1	1	2	2
875	1	1	2	2
880	1	1	2	2
885	1	1	2	2
890	1	1	2	2
895	1	1	2	2
900	1	1	2	2
905	1	1	2	2
910	1	1	2	2
915	1	1	2	2
920	1	1	2	2
925	1	1	2	2
930	1	1	2	2
935	1	1	2	2
940	1	1	2	2
945	1	1	2	2
950	1	1	2	2
955	1	1	2	2
960	1	1	2	2
965	1	1	2	2
970	1	1	2	2
975	1	1	2	2
980	1	1	2	2
985	1	1	2	2
990	1	1	2	2
995	1	1	2	2
1000	1	1	2	2
1005	1	1	2	2
